H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
ENSG00000005844chr16:30458665-30459621	1.07	2.69	2.38	1.24	1.22	1.7	1.68	2.4	1.89	1.4	0.7	0.33
ENSG00000005882chr17:50087180-50088098	0.32	0.11	0.06	0.08	0.12	0.09	0.06	0.09	0.06	0.1	0.11	0.14
ENSG00000005893chrX:120476366-120477332	0.05	0.17	0.07	0.14	0.1	0.12	0.12	0.09	0.15	0.32	0.08	0.18
ENSG00000006015chr19:18596634-18597197	0.58	0.33	0.4	0.46	0.45	0.29	0.37	0.4	0.69	0.81	1.4	1.97
ENSG00000006025chr17:47813385-47814108	0.29	0.4	0.17	0.18	0.05	0.11	0.07	0.19	0.08	0.25	0.14	0.14
ENSG00000006042chr17:32935172-32935671	0.11	0.11	0.13	0.08	0.56	0.26	0.13	0.15	0.08	0.1	0.17	0.08
ENSG00000006059chr17:41339146-41339645	0.21	0.98	0.37	0.64	1.38	1.18	0.46	1.1	0.71	0.74	1.01	0.69
ENSG00000006062chr17:45307210-45308619	0.47	1.45	0.44	0.39	0.57	0.65	0.51	0.51	0.46	0.28	0.48	0.9
ENSG00000006118chr11:60931485-60937239	0.28	0.19	0.3	0.16	0.16	0.13	0.1	0.19	0.16	0.14	0.12	0.12
ENSG00000006282chr17:50554136-50554749	0.11	0.08	0.24	0.25	0.06	0.03	0.19	0.11	0.09	0.14	0.1	0.08
ENSG00000006327chr16:3027860-3028842	2.48	2.24	2.96	4.64	4.31	1.29	0.93	0.85	1.45	1	3.64	3.75
ENSG00000006377chr7:96996435-96998925	0.48	0.51	0.5	0.51	0.46	0.29	0.27	0.22	0.3	0.25	0.41	0.33
ENSG00000006451chr7:39608720-39610311	3.65	4.38	5.2	2.67	1.19	4.31	3.54	2.42	4.39	3.5	5.21	4.34
ENSG00000006459chr7:140209809-140210709	0.64	0.86	0.51	0.63	0.34	1.36	0.67	0.87	2.96	3.45	2.87	4.14
ENSG00000006530chr7:141558546-141559086	0.5	1.15	0.15	0.73	0.54	0.27	0.43	0.44	0.36	0.55	0.92	0.59
ENSG00000006534chr11:68001969-68003025	22.88	26.58	29.12	31.93	50.8	53.01	51.78	52.86	43.37	49.09	44.05	38.05
ENSG00000006576chr7:77812254-77812755	0.29	0.18	0.1	0.09	0.35	0.15	0.26	0.08	0.26	0.15	0.26	0.1
ENSG00000006607chr2:241372982-241374994	0.53	0.46	0.55	0.55	0.3	0.35	0.25	0.23	0.21	0.3	0.19	0.38
ENSG00000006634chr7:87886822-87887321	0.03	0.05	0.06	0.03	0.04	0.06	0.09	0.06	0.02	0.01	0.06	0.08
ENSG00000006652chr7:112414811-112415356	0.13	0.04	0.21	0.05	0.21	0.15	0.11	0.11	0.03	0.06	0.05	0.13
ENSG00000006695chr17:14061804-14062303	0.18	0.28	0.23	0.31	0.36	0.42	0.22	0.22	0.27	0.16	0.12	0.11
ENSG00000006704chr7:74445944-74446449	0.1	0.26	0.17	0.25	0.09	0.24	0.13	0.2	0.09	0.09	0.12	0.05
ENSG00000006712chr19:39401507-39403169	13.76	12.79	18.03	13.61	14.44	12.69	10.81	15.61	10.35	9.95	21.48	15.92
ENSG00000006715chr7:38895594-38896207	0.04	0.41	0.34	0.11	0.08	0.28	0.12	0.08	0.16	0.27	0.33	0.25
ENSG00000006744chr17:13030367-13031261	0.05	0.08	0.11	0.01	0.06	0.16	0.06	0.22	0.14	0.04	0.1	0.09
ENSG00000006756chrX:2921596-2922187	0.25	0.09	0.18	0.32	0.28	0.08	0.07	0.06	0.15	0.05	0.05	0.05
ENSG00000006831chr12:1702684-1703183	0.26	0.5	0.07	0.16	0.16	0.15	0.08	0.04	0.05	0.06	0.23	0.33
ENSG00000007038chr16:2824570-2825069	0.23	1.26	0.14	0.04	0.1	0.43	0.08	0.4	0.14	0.13	0.04	0.31
ENSG00000007080chr19:17946232-17946769	0.14	0.29	0.24	0.05	0.29	0.19	0.13	0.09	0.14	0.13	0.13	0.19
ENSG00000007129chr19:41541918-41542694	0.11	0.29	0.36	0.47	0.13	0.35	0.22	0.36	0.3	0.46	0.35	1.04
ENSG00000007168chr17:2624255-2624827	0.87	1.45	0.68	2.89	1.39	1.09	1.1	2.02	0.86	3.28	3.15	1.97
ENSG00000007237chr17:10173849-10174368	0.44	0.92	0.34	0.52	0.56	1.04	0.57	1.34	0.42	0.65	0.29	0.39
ENSG00000007255chr19:45164502-45165067	2.59	1.15	1.35	1.93	1.6	0.62	2.03	2.18	1.9	0.93	0.48	1.06
ENSG00000007312chr17:63939649-63941191	0.27	0.08	0.64	0.2	0.23	0.18	0.22	0.17	0.31	0.18	0.15	0.1
ENSG00000007341chr1:112700395-112701627	5.94	5.19	4.64	4.86	6.32	3.53	4.94	7.42	8.71	4.36	3.5	1.83
ENSG00000007384chr16:83663-85697	3.86	4.94	5.17	6.61	8.02	7.17	6.66	6.79	6.09	5.45	1.37	0.68
ENSG00000007520chr16:1342126-1343951	7.03	7.51	7.09	4.96	4.2	6.3	4.32	8.24	6.8	4.07	6.09	7.28
ENSG00000007541chr16:577626-579536	0.67	0.31	0.48	0.33	0.41	0.28	0.43	0.54	0.38	0.31	0.42	0.2
ENSG00000007545chr16:1621828-1622380	0.3	0.16	0.06	0.09	0.1	0.2	0.12	0.09	0.16	0.08	0.24	0.22
ENSG00000007923chr1:6719925-6720444	0.17	0.09	0.1	0.07	0.16	0.17	0.02	0.17	0.1	0.06	0.04	0.03
ENSG00000007944chr6:16136427-16137198	0.4	0.39	0.5	0.28	0.58	0.15	0.6	0.58	0.34	0.58	1.41	1.32
ENSG00000007968chr1:23522505-23523063	0.15	0.35	0.76	5.18	0.8	0.98	0.86	0.3	0.54	0.26	0.28	0.03
ENSG00000008083chr6:15253544-15254946	2.31	3.22	2.88	1.43	1.77	0.99	3.88	2.32	0.77	0.74	0.57	0.57
ENSG00000008130chr1:1763841-1764684	0.47	0.32	0.7	0.34	0.61	0.87	0.57	0.46	0.28	0.25	0.29	0.26
ENSG00000008256chr7:6258370-6259675	3.99	4.16	3.51	3.54	5.17	1.34	1.03	0.67	0.48	0.37	0.52	0.57
ENSG00000008282chr7:106071196-106072424	5.58	7.4	3.84	5.39	6.29	10.12	8.92	4.42	4.58	2.46	0.72	0.49
ENSG00000008283chr17:63437450-63438370	0.13	0.05	0.22	0.09	0.04	0.04	0.16	0.09	0.21	0.2	0.09	0.05
ENSG00000008294chr17:51127969-51128535	0.34	0.21	0.16	0.07	0.36	0.33	0.05	0.28	0.17	0.05	0.06	0.35
ENSG00000008311chr7:122136774-122137273	0.82	2.66	1.53	0.65	1.32	0.36	0.46	0.24	0.32	0.43	1.05	2.34
ENSG00000008324chr3:42590045-42591437	62.19	56.84	71.24	73.21	76.19	78.16	75.67	79.82	76.95	81.19	93.49	86.74
ENSG00000008382chr19:4352330-4353035	0.05	0.1	0.11	0.09	0.1	0.21	0.17	0.05	0.14	0.07	0.08	0.09
ENSG00000008405chr12:107104234-107105141	0.07	0.06	0.1	0.13	0.24	0.08	0.09	0.08	0.06	0.14	0.05	0.29
ENSG00000008441chr19:12987723-12988320	0.56	0.21	0.88	0.96	0.62	0.32	0.6	0.17	0.59	0.12	0.07	0.16
ENSG00000008513chr8:133564259-133564758	0.35	0.09	0.17	0.16	0.12	0.45	0.22	0.08	0.22	0.13	0.68	0.88
ENSG00000008710chr16:2143187-2144314	0.53	0.11	0.31	0.29	0.11	0.16	0.2	0.38	0.26	0.16	0.09	0.11
ENSG00000008838chr17:40074839-40075996	4.59	5.25	3.8	3.76	5.05	2.25	3.43	4.38	2.36	1.87	1.3	0.87
ENSG00000008853chr8:22978578-22979116	0.03	0.14	0.21	0.68	0.57	0.72	0.21	0.57	0.34	0.8	0.23	1.13
ENSG00000008952chr3:169953799-169954847	0.46	1.48	0.53	0.78	0.58	0.6	0.5	0.45	0.91	0.46	1.15	0.88
ENSG00000008988chr8:56060050-56060549	0.08	0.03	0.09	0.01	0.15	0.03	0.06	0.02	0.07	0.02	0.1	0.13
ENSG00000009765chr6:150335074-150335573	0.05	0.06	0.02	0.15	0.04	0.09	0.21	0.08	0.02	0.06	0.07	0.16
ENSG00000009790chr1:209746588-209748509	3.42	0.46	0.68	0.27	0.37	0.6	0.51	0.41	0.41	0.4	0.48	0.55
ENSG00000010017chr6:13702717-13703872	0.56	0.77	0.39	0.96	0.55	0.81	0.47	0.7	0.71	0.74	1.94	0.7
ENSG00000010072chr1:231359047-231359554	0.06	0.12	0.31	0.02	0.09	0.19	0.39	0.09	0.18	0.04	0.16	0.35
ENSG00000010165chr1:171742979-171743487	4.32	11.04	8	8.17	5.68	7.47	10.02	6.06	5.36	6.03	9.57	8.52
ENSG00000010219chr12:4555727-4556260	0.21	0.08	0.2	0.22	0.3	0.15	0.15	0.08	0.05	0.02	0.08	0.01
ENSG00000010256chr3:48597599-48598554	0.32	0.57	0.4	0.21	0.4	0.49	0.19	0.48	0.34	0.15	0.15	0.16
ENSG00000010270chr7:38169807-38170350	0.14	0.21	0.09	0.28	0.3	0.59	0.49	0.17	0.74	0.66	1.2	0.59
ENSG00000010278chr12:6192587-6193183	0.25	0.44	0.92	0.32	0.28	0.37	0.29	0.3	0.19	0.14	0.2	0.18
ENSG00000010292chr12:6538468-6540636	6.55	5.51	3.23	4.54	5.45	5.6	7.75	8.69	7.91	8.54	5.07	0.57
ENSG00000010295chr12:6563345-6564066	0.22	0.04	0.38	0.53	0.12	0.41	0.4	0.15	0.39	0.09	0.26	0.13
ENSG00000010318chr3:52446551-52447717	0.16	0.33	0.09	0.1	0.25	0.05	0.06	0.22	0.32	0.15	0.07	0.1
ENSG00000010322chr3:52446521-52447717	0.16	0.32	0.09	0.1	0.25	0.06	0.07	0.22	0.31	0.16	0.08	0.1
ENSG00000010327chr3:52486500-52488181	0.23	0.16	0.33	0.43	0.4	0.65	0.36	1.01	0.8	0.77	0.34	0.51
ENSG00000010361chr19:49801039-49802396	0.46	0.13	0.13	0.32	0.19	0.16	0.34	0.37	0.19	0.16	0.12	0.08
ENSG00000010404chrX:149513449-149514590	0.25	0.27	0.22	0.24	0.16	0.23	0.26	0.18	0.31	0.25	0.13	0.21
ENSG00000010539chr16:3242635-3243595	0.33	0.15	0.09	0.13	0.03	0.15	0.18	0.3	0.11	0.1	0.2	0.41
ENSG00000010610chr12:6779969-6781045	0.15	0.21	0.38	0.29	0.52	0.16	0.15	0.17	0.21	0.08	0.23	0.31
ENSG00000010626chr12:6890662-6891834	23.48	33.94	21.01	25.37	27.17	20.99	20.35	26.39	15.91	9.43	13.87	18.83
ENSG00000010671chrX:101402708-101403227	0.15	0.13	0.31	0.12	0.28	0.11	0.15	0.17	0.3	0.29	0.26	0.34
ENSG00000010803chr1:41259167-41259703	0.17	0.16	0.17	0.33	0.06	0.18	0.22	0.19	0.22	0.09	0.12	0.34
ENSG00000010810chr6:111852687-111853212	0.15	0.16	0.14	0.11	0.77	0.13	0.15	0.19	0.06	0.36	0.15	0.31
ENSG00000010818chr6:142952484-142953089	0.19	0.13	0.25	0.15	0.21	0.61	0.22	0.18	0.13	0.21	0.34	0.15
ENSG00000011007chr1:23750887-23751988	0.09	0.29	0.46	0.16	0.32	0.18	0.16	0.2	0.25	0.11	0.15	0.16
ENSG00000011009chr1:23799330-23799908	8.41	9.54	17.11	18.94	24.07	22.48	16.14	24.41	27.29	27.91	21.72	20.86
ENSG00000011021chr1:11814426-11815530	6.91	5.96	3.22	4.4	8.38	5.91	3.53	4.97	3.55	4.7	7.41	8.91
ENSG00000011028chr17:62618929-62620371	0.11	0.19	0.28	0.29	0.15	0.06	0.1	0.16	0.2	0.16	0.11	0.17
ENSG00000011052chr17:51121681-51122218	4.77	6.84	4.87	5.49	5.26	7.73	6.88	6.66	9.24	7.76	10.38	9.14
ENSG00000011105chr12:3084734-3086061	0.22	0.12	0.21	0.12	0.22	0.15	0.25	0.09	0.19	0.1	0.06	0.07
ENSG00000011114chr14:93322927-93324061	0.12	0.05	0.14	0.09	0.2	0.25	0.06	0.24	0.13	0.16	0.69	1.49
ENSG00000011143chr17:58231284-58232102	0.13	0.09	0.15	0.32	0.73	0.25	0.45	0.65	0.37	0.42	0.45	0.2
ENSG00000011198chr3:43707962-43708488	0.21	0.12	0.37	0.15	0.51	0.26	0.1	0.15	0.11	0.12	0.34	0.32
ENSG00000011243chr19:15431887-15433899	103.71	114.42	116.77	115.25	102.74	108.17	104.2	104.47	106.16	95.73	94.88	100.21
ENSG00000011258chr17:51270482-51270984	0.15	0.24	0.28	0.6	0.18	0.04	0.13	0.15	0.12	0.04	0.57	0.35
ENSG00000011260chr17:51270482-51270984	0.15	0.24	0.28	0.6	0.18	0.04	0.13	0.15	0.12	0.04	0.57	0.35
ENSG00000011275chr7:5758898-5759405	0.14	0.57	0.59	0.94	0.44	0.11	0.41	0.21	0.38	0.24	0.13	0.51
ENSG00000011295chr17:15966051-15967327	2.58	5.58	4.81	4.23	5.92	4.8	4.74	3.72	4.11	5.39	4.05	4.52
ENSG00000011376chr3:45362667-45363166	0.15	0.17	0.2	0.11	0.08	0.56	0.07	0.3	0.17	0.25	0.3	0.17
ENSG00000011422chr19:43662372-43662871	0.15	0.27	0.28	0.21	0.51	0.35	0.23	0.44	0.04	0.27	0.26	0.11
ENSG00000011426chr7:36378523-36379520	0.21	0.18	0.18	0.24	0.2	0.15	0.25	0.1	0.22	0.26	0.3	0.17
ENSG00000011451chr19:15457010-15458881	0.59	0.4	0.61	0.31	0.43	0.49	0.28	0.77	0.37	0.16	0.1	0.12
ENSG00000011478chr19:45716678-45718204	78.62	85.91	73.33	77.86	71.19	74.42	76.14	132.49	77.04	119.09	159.55	144.5
ENSG00000011523chr2:65064650-65066021	0.35	0.6	0.84	0.58	0.63	0.88	0.96	1.91	2.42	2.36	2.58	2.81
ENSG00000011566chr2:39488408-39488907	0.16	0.42	0.2	0.1	0.36	0.09	0.17	0.2	0.2	0.33	0.36	0.16
ENSG00000011600chr19:35915333-35915890	0.09	0.13	0.1	0.14	0.11	0.12	0.28	0.32	0.33	0.48	0.84	0.38
ENSG00000011638chr16:21150165-21151139	0.26	0.34	0.2	0.3	0.38	0.12	0.12	0.07	0.1	0.21	0.22	0.22
ENSG00000012061chr19:45468802-45470678	72.26	69.66	69.92	63.56	62.61	49.52	45.2	47.39	45.24	46.93	96.7	77.3
ENSG00000012124chr19:35311430-35314234	4.86	5.58	3.33	1.23	0.76	1.26	0.62	0.6	0.57	2.35	2.21	2.48
ENSG00000012211chrX:49176946-49179192	0.22	0.2	0.36	0.31	0.16	0.3	0.31	0.2	0.45	1.59	0.44	0.37
ENSG00000012232chr8:28621579-28623246	92.16	72.58	92.13	78.86	74.65	84.72	87.6	93.42	90.17	98.35	81.04	70.54
ENSG00000012660chr6:53358365-53360207	49.06	49	53.06	50.9	53.03	47.16	44.62	45.27	42.02	45.25	53.75	50.31
ENSG00000012779chr10:45382673-45383172	0.18	0.25	0.26	0.73	0.2	0.25	0.17	0.96	0.7	0.53	0.3	0.31
ENSG00000012822chr12:53736765-53740049	0.44	0.64	0.56	0.45	0.5	0.42	0.44	0.32	0.39	0.47	0.51	0.41
ENSG00000012963chr14:93186431-93186939	1.87	6.06	9.98	6.37	8.4	3.2	4.77	3.18	2.2	7.08	14.2	22.46
ENSG00000012983chr14:50521388-50522315	0.23	0.36	0.06	0.11	0.36	0.17	0.09	0.07	0.16	0.2	0.07	0.19
ENSG00000013016chr2:31241418-31242525	1.43	2.78	1.66	0.96	0.82	3.26	0.51	0.96	0.39	0.17	0.19	0.13
ENSG00000013275chr19:39941450-39942205	3.33	2.84	4.39	2.75	5.05	2.64	2.73	3.64	3.66	2.66	2.29	2.41
ENSG00000013288chr4:6582750-6583585	0.56	1.51	0.22	0.55	0.69	0.62	0.55	0.55	0.51	0.38	0.22	0.06
ENSG00000013293chr3:170633448-170634183	0.76	0.14	0.68	0.51	0.53	0.22	0.25	0.13	0.16	0.24	0.31	0.19
ENSG00000013306chr17:44314785-44316860	2.02	1.94	3.2	3.31	0.7	0.92	1	1.22	1.59	0.58	0.57	0.47
ENSG00000013364chr16:29811056-29811585	25.36	20.87	22.85	24.05	12.57	16.55	21.04	18.63	18.82	12.69	17.65	21
ENSG00000013374chr7:151349424-151350711	18.64	20.03	18.41	15.1	15.8	11.32	14.64	16.78	18.57	17.27	11.66	10.56
ENSG00000013523chr14:76832550-76833468	0.11	0.15	0.14	0.31	0.07	0.09	0.14	0.14	0.13	0.16	0.21	0.35
ENSG00000013561chr5:142024900-142025399	4.59	4.63	3.14	2.77	3.46	3.17	4.12	3.2	5.27	8.6	7.42	6.93
ENSG00000013563chrX:154398635-154399162	104.22	169.49	130.27	132.6	136.31	139	149.75	114.36	121.51	121.48	102.48	82.08
ENSG00000013583chr12:12992337-12993228	0.39	0.54	0.5	0.94	1.41	5.95	2.92	3.3	2.28	2.96	4.34	5.1
ENSG00000014123chr6:96532295-96532871	0.75	1.12	1.19	1.06	0.5	1.27	0.25	0.48	0.34	0.1	0.32	0.92
ENSG00000014138chr11:65290661-65291201	3.78	0.43	3.01	3	4.27	2.69	3.68	3.21	2.28	2.8	3.79	1.75
ENSG00000014164chr8:143549264-143550333	0.7	0.5	0.69	1.08	0.22	0.14	0.34	0.24	0.23	0.51	0.29	0.28
ENSG00000014216chr11:65150619-65151158	0.36	0.04	0.21	0.21	0.16	0.1	0.44	0.22	0.11	0.45	0.48	0.26
ENSG00000014257chr3:132325584-132326083	0.18	0.06	0.27	0.13	0.04	0.18	0.04	0.12	0.16	0.19	0.18	0.49
ENSG00000014914chr1:149943377-149945251	0.08	0.14	0.1	0.36	0.19	0.12	0.22	0.21	0.19	0.22	0.08	0.11
ENSG00000015153chr12:42255355-42256286	0.18	0.11	0.12	0.22	0.08	0.1	0.19	0.27	0.16	0.13	0.18	0.18
ENSG00000015171chr10:126811-127310	0.09	1.42	0.07	0.22	0.08	0.07	0.27	0.31	0.36	0.11	0.2	0.19
ENSG00000015285chrX:48667429-48668430	0.07	0.26	0.12	0.08	0.15	0.08	0.18	0.08	0.13	0.07	0.14	0.29
ENSG00000015413chr16:89604467-89606375	5.05	2.64	5.83	3.59	1.58	0.52	0.39	0.97	0.4	0.19	0.1	0.05
ENSG00000015475chr22:17781564-17782155	1.29	0.4	0.87	0.33	1.16	0.68	1.23	2.03	1.38	2.27	0.43	1.38
ENSG00000015479chr5:139262556-139263086	0.18	0.06	0.24	0.17	0.46	0.15	0.09	0.18	0.12	0.16	0.25	0.02
ENSG00000015532chr17:50353616-50355217	0.24	0.06	0.16	0.14	0.21	0.12	0.17	0.2	0.22	0.13	0.11	0.14
ENSG00000015676chr7:44477274-44477829	0.06	0.09	0.1	0.09	0.07	0.02	0.19	0.06	0.02	0.05	0.11	0.16
ENSG00000017260chr3:130839912-130840411	0.09	0.07	0.42	0.19	0.08	0.09	0.14	0.11	0.05	0.27	0.1	0.6
ENSG00000017483chrX:48462638-48463148	0.24	0.12	1.14	0.34	0.43	0.6	0.45	0.58	0.36	0.15	0.2	0.05
ENSG00000018189chr4:70712816-70713324	0.19	0.81	0.39	0.42	0.16	0.43	0.17	0.23	1.11	0.6	0.41	3.05
ENSG00000018280chr2:218389415-218390130	0.6	0.25	0.27	0.26	0.3	0.38	0.23	0.39	0.14	0.25	0.34	0.25
ENSG00000018510chr2:177416104-177416603	0.05	0.13	0.05	0.01	0.04	0.02	0.07	0.04	0.11	0.06	0.06	0.24
ENSG00000019144chr11:118616071-118616570	0.15	0.06	0.09	0.37	0.07	0.09	0.29	0.3	0.21	0.38	0.12	0.27
