H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
ENSG00000004897chr17:47204570-47206244	0.01	0.01	0.01	0	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.05
ENSG00000004961chrX:11138665-11139659	0.07	0.06	0.03	0.04	0.11	0.12	0.06	0.04	0.06	0.12	0.07	0.03
ENSG00000004975chr17:7213829-7215354	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.06	0.05	0.09	0.07	0.03
ENSG00000005007chr19:18846705-18847629	0.6	3.58	2.38	3.6	0.89	1.83	3.03	2.44	2.05	1.29	2.09	2.33
ENSG00000005022chrX:119481940-119483357	0.12	0.04	0.11	0.04	0.08	0.09	0.08	0.09	0.05	0.08	0.05	0.11
ENSG00000005059chr4:109547806-109549072	1.63	2.14	1.42	1.34	2.94	1.35	2.91	2.14	2.69	2.96	1.75	1.29
ENSG00000005073chr7:27192237-27194080	0.05	0.03	0.04	0.03	0.04	0.02	0.07	0.06	0.04	0.05	0.01	0.04
ENSG00000005156chr17:34998136-34998635	4.51	3.47	4.32	4.21	3.99	3.44	2.41	2.88	3.05	2.52	0.7	0.31
ENSG00000005175chr12:47697581-47698484	1.54	3.16	2.58	3.05	3.68	5.11	6.08	2.82	3.06	1.87	2.56	0.99
ENSG00000005194chr16:57416414-57417461	0.05	0.03	0.05	0.02	0.03	0.01	0.05	0.02	0.06	0.04	0.01	0.03
ENSG00000005206chr19:2338190-2341798	5.97	4.42	4.89	5.94	3.59	5.44	3.32	6.5	4.65	4.47	4.23	4.4
ENSG00000005249chr7:107035300-107035865	0.09	0.11	0.1	0.07	0.06	0.14	0.07	0.05	0.11	0.18	0.08	0.07
ENSG00000005302chrX:11749980-11750493	0.01	0.02	0.04	0.05	0.04	0.04	0.05	0.02	0.1	0.05	0.05	0.09
ENSG00000005339chr16:3868412-3869933	2.4	4.18	4.02	3.5	2.22	2.12	1.21	1.35	2.07	2.49	2.96	2.85
ENSG00000005379chr17:58335793-58339864	0.16	0.09	0.05	0.03	0.05	0.04	0.02	0.06	0.03	0.06	0.04	0.05
ENSG00000005381chr17:58272928-58273849	0.19	0.03	0.16	0.15	0.14	0.12	0.2	0.73	0.49	0.19	0.13	0.09
ENSG00000005448chr2:74441090-74442711	0.39	0.24	0.54	0.41	0.45	0.26	0.27	0.42	0.41	0.61	0.09	0.22
ENSG00000005471chr7:87491676-87492175	0.17	0.07	0.23	0.11	0.06	0.14	0.12	0.11	0.09	0.14	0.1	0.05
ENSG00000005483chr7:104943545-104945722	0.06	0.03	0.02	0.02	0.09	0.1	0.15	0.15	0.07	0.07	0.23	0.22
ENSG00000005486chr7:75847605-75848230	0.05	0.13	0.04	0.18	0.04	0.07	0.04	0.15	0.26	0.5	0.31	0.15
ENSG00000005801chr11:3421687-3423843	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.02
ENSG00000005810chr13:77338313-77340265	0.06	0.07	0.06	0.03	0.06	0.06	0.05	0.06	0.04	0.05	0.03	0.03
ENSG00000005812chr13:77034814-77035539	0.09	0.05	0.32	0.2	0.17	0.1	0.12	0.11	0.29	0.19	0.2	0.22
ENSG00000005844chr16:30458665-30459621	0.02	0.11	0.07	0.08	0.01	0.02	0.02	0.03	0.05	0.03	0.03	0.04
ENSG00000005882chr17:50087180-50088098	0.02	0.02	0.02	0.03	0.03	0.02	0.05	0.01	0.02	0.01	0.05	0.06
ENSG00000005893chrX:120476366-120477332	0.02	0.07	0.04	0.04	0.14	0.04	0.06	0.11	0.08	0.09	0.02	0.13
ENSG00000006015chr19:18596634-18597197	0.02	0.1	0.02	0.06	0.04	0.06	0.03	0.03	0.03	0.01	0.04	0.04
ENSG00000006025chr17:47813385-47814108	7.86	6.29	6.32	6.68	5.71	5.16	3.91	7.75	6.18	6.22	5.09	5.88
ENSG00000006042chr17:32935172-32935671	2.39	2.02	1.87	1.12	2.2	1.96	1.39	0.99	0.62	0.21	0.17	0.61
ENSG00000006059chr17:41339146-41339645	0.08	0.06	0.07	0.25	0.09	0.07	0.3	0.08	0.05	0.02	0.01	0.01
ENSG00000006062chr17:45307210-45308619	2.43	3.52	1.9	2.77	4.66	1.12	1.97	1.59	2.49	0.21	0.22	0.48
ENSG00000006118chr11:60931485-60937239	5.22	2.45	3.71	2.29	0.73	2.21	0.72	2.57	3.26	3.18	5.04	3.86
ENSG00000006282chr17:50554136-50554749	0.11	0.03	0.03	0.09	0.08	0.05	0.08	0.09	0.17	0.04	0.09	0.11
ENSG00000006327chr16:3027860-3028842	0.13	0.15	0.21	0.34	0.14	1.14	0.43	1.29	0.23	1.51	0.61	0.11
ENSG00000006377chr7:96996435-96998925	0.15	0.26	0.38	0.45	0.14	0.17	0.29	0.31	0.33	0.43	0.59	0.75
ENSG00000006451chr7:39608720-39610311	0.17	0.22	0.16	0.12	0.23	0.25	0.25	0.21	0.11	0.14	0.13	0.22
ENSG00000006459chr7:140209809-140210709	0.07	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.03	0.03	0.01	0.01
ENSG00000006530chr7:141558546-141559086	2.68	6.99	3.8	6.21	6.2	7.61	14.6	3.73	4.55	6.03	4.01	6.15
ENSG00000006534chr11:68001969-68003025	0.18	0.22	0.24	0.56	2.21	1.92	1.59	2.44	2.95	1.58	2.3	2.26
ENSG00000006576chr7:77812254-77812755	0.31	0.27	0.31	0.6	0.46	1.13	0.29	0.39	0.37	0.13	0.17	0.2
ENSG00000006607chr2:241372982-241374994	1.38	2.08	0.52	1.62	2.21	2.15	2.37	2.65	0.82	1.27	2.11	5.03
ENSG00000006634chr7:87886822-87887321	1.05	1.39	5.6	2.24	2.65	1.7	4.84	0.99	1.04	3.38	2.06	2.33
ENSG00000006652chr7:112414811-112415356	0.03	0.02	0.02	0.02	0	0.02	0.03	0.02	0.05	0.03	0.02	0.06
ENSG00000006695chr17:14061804-14062303	2.28	2.79	3.06	2.86	2.86	6.02	3.86	2.3	3	4.03	2.56	2.93
ENSG00000006704chr7:74445944-74446449	0.1	0.03	0.04	0.06	0.07	0.19	0.06	0.05	0.07	0.03	0.06	0.08
ENSG00000006712chr19:39401507-39403169	0.04	0.05	0.07	0.02	0.03	0.05	0.01	0.07	0.05	0.06	0.03	0.02
ENSG00000006715chr7:38895594-38896207	4.32	4.19	5.8	3.49	5.06	7.91	5.66	4.64	4.14	7.31	14.41	9.06
ENSG00000006744chr17:13030367-13031261	0.01	0.02	0.05	0.01	0.07	0.03	0.04	0.03	0.02	0.06	0.03	0.09
ENSG00000006756chrX:2921596-2922187	6.83	3.22	6.89	8.54	4.49	4.71	9	6.01	3.18	4.1	4.51	4.26
ENSG00000006831chr12:1702684-1703183	1.65	2.37	3.21	1.31	3.27	4.52	3.15	0.69	1.45	0.4	0.5	0.21
ENSG00000007038chr16:2824570-2825069	0.49	0.14	0.82	0.34	0.26	0.4	0.09	0.09	0.13	0.06	0.2	0.2
ENSG00000007080chr19:17946232-17946769	0.07	0.09	0.18	0.03	0.17	0.02	0.06	0.05	0.08	0.05	0.14	0
ENSG00000007129chr19:41541918-41542694	0.04	0.07	0.04	0.03	0.02	0.02	0.02	0.06	0.04	0.05	0.04	0.03
ENSG00000007168chr17:2624255-2624827	3.41	2.31	2.98	1.25	0.54	1.17	2.13	0.24	0.06	0.08	0.05	0.04
ENSG00000007237chr17:10173849-10174368	0.61	0.35	0.72	1.32	0.63	0.79	0.56	0.87	0.91	1.05	1.32	1.38
ENSG00000007255chr19:45164502-45165067	0.08	0.01	0.16	0.09	0.07	0.01	0.03	0.01	0.02	0.03	0.01	0.07
ENSG00000007312chr17:63939649-63941191	0.79	0.49	0.8	0.62	0.24	0.33	0.23	0.32	0.16	0.19	0.1	0.28
ENSG00000007341chr1:112700395-112701627	0.61	2.75	1.39	0.54	2.74	1.31	0.57	1.71	0.47	2.16	2.84	3.75
ENSG00000007384chr16:83663-85697	2.19	1.88	3.24	3.8	2.84	4.29	2.8	6	4.49	4.93	3.44	2.4
ENSG00000007520chr16:1342126-1343951	0.02	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.02
ENSG00000007541chr16:577626-579536	0.31	0.16	0.14	0.28	0.26	0.53	0.28	1.29	0.46	0.39	0.42	0.68
ENSG00000007545chr16:1621828-1622380	3.25	2.93	2.13	2.45	2.37	2.58	2.67	3.2	3.48	3.63	4.42	4.69
ENSG00000007923chr1:6719925-6720444	0.01	0.01	0.02	0.02	0.02	0.06	0.05	0.02	0.01	0.04	0.01	0.01
ENSG00000007944chr6:16136427-16137198	2.42	3.86	2.9	2.93	2.46	2.52	3.51	1.62	3.27	5.81	4.55	5.77
ENSG00000007968chr1:23522505-23523063	7.85	6.64	5.43	5.25	4.64	7.77	5.03	4.19	4.28	1.62	0.71	0.33
ENSG00000008083chr6:15253544-15254946	0.46	0.8	0.38	0.28	0.47	0.29	0.53	2.14	0.61	0.76	0.54	0.28
ENSG00000008130chr1:1763841-1764684	6.3	6.93	4.91	4.87	6.36	6.61	8.3	8.76	7.05	9.9	15.94	11.25
ENSG00000008256chr7:6258370-6259675	0.04	0.03	0.01	0.05	0.03	0.03	0.05	0.03	0.04	0.07	0.14	0.12
ENSG00000008282chr7:106071196-106072424	0.01	0.01	0.05	0.01	0.01	0.02	0.01	0.05	0.02	0.02	0.02	0.02
ENSG00000008283chr17:63437450-63438370	0.04	0.07	0.05	0.12	0.03	0.08	0.08	0.08	0.09	0.17	0.08	0.11
ENSG00000008294chr17:51127969-51128535	0.1	0.07	0.16	0.11	0.1	0.07	0.02	0.21	0.35	0.09	0.05	0.1
ENSG00000008311chr7:122136774-122137273	0.42	0.61	0.33	0.23	0.26	0.74	0.35	0.21	0.24	0.1	0.09	0.11
ENSG00000008324chr3:42590045-42591437	0.01	0.03	0.03	0.02	0.02	0.01	0.02	0.04	0.03	0.04	0.03	0.03
ENSG00000008382chr19:4352330-4353035	1.48	2.47	2.82	0.68	0.7	0.53	0.49	0.5	0.63	0.2	0.26	0.25
ENSG00000008405chr12:107104234-107105141	0.01	0.04	0.03	0.02	0.04	0.04	0.05	0.04	0.02	0.02	0.03	0.03
ENSG00000008441chr19:12987723-12988320	0.02	0.02	0.02	0.03	0.09	0.06	0.14	0.09	0.04	0.1	0.08	0.05
ENSG00000008513chr8:133564259-133564758	0.33	1.43	0.95	1.26	2.15	1.7	2.54	0.91	2.86	2.7	7.54	8.4
ENSG00000008710chr16:2143187-2144314	0.14	0.11	0.13	0.14	0.08	0.14	0.11	0.11	0.14	0.13	0.22	0.27
ENSG00000008838chr17:40074839-40075996	2.3	0.51	0.16	0.28	0.16	0.34	0.13	0.86	0.28	0.25	0.6	2.59
ENSG00000008853chr8:22978578-22979116	0	0.01	0	0	0.01	0.01	0.01	0.01	0	0.01	0.01	0
ENSG00000008952chr3:169953799-169954847	0.06	0.13	0.1	0.07	0.09	0.04	0.06	0.02	0.06	0.05	0.02	0.02
ENSG00000008988chr8:56060050-56060549	0.31	0.11	0.44	1.43	0.63	1.41	0.18	1.37	0.09	0.1	0.5	0.08
ENSG00000009765chr6:150335074-150335573	0.01	0.01	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0	0.02	0.01
ENSG00000009790chr1:209746588-209748509	0.26	0.09	0.08	0.09	0.21	0.11	0.11	0.13	0.34	0.18	0.12	0.14
ENSG00000010017chr6:13702717-13703872	2.36	2.56	3.68	2.52	3.46	1.94	2.58	0.54	0.8	1.62	0.91	0.7
ENSG00000010072chr1:231359047-231359554	1.13	0.74	1.43	1.16	0.93	0.62	0.43	0.73	0.34	0.45	0.98	1.79
ENSG00000010165chr1:171742979-171743487	0.03	0.09	0.04	0.01	0.14	0.02	0.06	0.09	0.03	0.01	0.05	0.01
ENSG00000010219chr12:4555727-4556260	5.8	5.55	4.91	5.33	5.08	7.01	6.18	4.7	3.02	2.76	1.89	1.74
ENSG00000010256chr3:48597599-48598554	6.91	3.35	4.43	4.95	3.79	4.66	3.57	7.12	5.77	4.18	5.41	4.32
ENSG00000010270chr7:38169807-38170350	0.08	0.25	0.09	0.11	0.1	0.02	0.06	0.02	0.1	0.02	0.02	0.07
ENSG00000010278chr12:6192587-6193183	0.12	0.33	0.22	0.09	0.22	0.12	0.12	0.17	0.15	0.12	0.03	0.06
ENSG00000010292chr12:6538468-6540636	6.02	7.86	9.26	5.11	9.55	5.16	8.96	6.57	5.72	6.42	6.42	5.12
ENSG00000010295chr12:6563345-6564066	9.13	10.94	11.02	13.41	12.59	10.63	13.46	7.55	9.32	6.59	7.1	5
ENSG00000010318chr3:52446551-52447717	0.03	0.03	0.03	0.02	0.03	0.01	0.02	0.01	0.04	0.03	0.12	0.02
ENSG00000010322chr3:52446521-52447717	0.03	0.03	0.03	0.02	0.03	0.01	0.02	0.01	0.04	0.03	0.12	0.02
ENSG00000010327chr3:52486500-52488181	10.78	5.18	6.13	8.32	10.28	12.25	7.97	12.17	13.14	9.92	9.61	7.86
ENSG00000010361chr19:49801039-49802396	5.67	2.31	2.85	3.65	1.58	2.8	3.42	6.1	6.83	4.38	6.68	4.54
ENSG00000010404chrX:149513449-149514590	0.07	0.02	0.16	0.05	0.02	0.03	0.03	0.07	0.05	0.07	0.12	0.19
ENSG00000010539chr16:3242635-3243595	0.09	0.06	0.11	0.16	0.13	0.1	0.22	0.14	0.15	0.42	0.64	1.15
ENSG00000010610chr12:6779969-6781045	0.05	0.03	0.07	0.03	0.08	0.05	0.02	0.08	0.04	0.06	0.02	0.24
ENSG00000010626chr12:6890662-6891834	0.04	0.04	0.02	0.04	0.04	0.04	0.07	0.02	0.06	0.04	0.03	0
ENSG00000010671chrX:101402708-101403227	2.48	2.25	3.41	3.65	3.01	2.5	2.84	2.47	2.03	2.48	3.38	0.95
ENSG00000010803chr1:41259167-41259703	0.33	0.32	0.37	0.37	0.4	0.3	0.61	0.2	0.25	0.12	0.04	0.1
ENSG00000010810chr6:111852687-111853212	0.18	1	0.98	0.49	0.53	0.48	0.97	0.38	0.24	0.37	0.4	0.16
ENSG00000010818chr6:142952484-142953089	0.06	0.05	0.08	0	0.1	0.08	0.04	0.06	0.02	0.09	0.06	0.05
ENSG00000011007chr1:23750887-23751988	9.67	15.36	11.71	13.35	13.5	14.7	14.15	12.75	11.33	12.49	12.17	14.09
ENSG00000011009chr1:23799330-23799908	0.99	0.32	1.96	1.32	1.01	1.57	0.34	2.13	0.22	2.25	0.13	0.96
ENSG00000011021chr1:11814426-11815530	0.18	0.2	0.16	0.04	0.06	0.12	0.38	0.19	0.05	0.12	0.14	0.09
ENSG00000011028chr17:62618929-62620371	1.97	0.46	1.01	1.98	0.69	0.89	1.33	1.72	0.74	1.78	2.55	1.96
ENSG00000011052chr17:51121681-51122218	0.01	0.02	0.05	0.07	0.14	0.02	0.02	0.02	0.02	0.03	0.01	0.04
ENSG00000011105chr12:3084734-3086061	1.43	1.24	1.36	1.04	0.92	2.41	0.71	0.93	0.99	0.92	1.32	1.69
ENSG00000011114chr14:93322927-93324061	4.53	2.64	3.77	2.19	2.41	2.4	4.58	3.27	3.37	4.41	1.6	3.56
ENSG00000011143chr17:58231284-58232102	0.03	0.03	0.11	0.03	0.04	0.03	0.08	0.02	0.04	0.01	0.01	0.01
ENSG00000011198chr3:43707962-43708488	2.04	1.02	1.38	1.05	2.08	1.53	1.88	1.99	0.19	0.79	1.8	2.18
ENSG00000011243chr19:15431887-15433899	0.06	0.16	0.13	0.1	0.12	0.03	0.12	0.08	0.05	0.03	0.05	0.07
ENSG00000011258chr17:51270482-51270984	8.07	6.54	10.35	6.61	6.94	7.03	8.86	3.61	3.5	4.18	3.4	4.19
ENSG00000011260chr17:51270482-51270984	8.07	6.54	10.35	6.61	6.94	7.03	8.86	3.61	3.5	4.18	3.4	4.19
ENSG00000011275chr7:5758898-5759405	8.77	8.74	5.47	9.46	5.7	6.8	6.79	3.32	4.06	4.36	5.24	4.58
ENSG00000011295chr17:15966051-15967327	0.02	0.02	0.01	0.01	0.05	0.04	0.02	0.07	0.02	0.06	0.02	0.05
ENSG00000011376chr3:45362667-45363166	0.29	0.16	0.24	0.19	0.34	0.38	0.02	0.06	0.22	0.1	0.03	0.15
ENSG00000011422chr19:43662372-43662871	4.21	6.6	4.66	6.49	11.9	7.6	10.03	10.68	3.81	7.02	8.14	7.33
ENSG00000011426chr7:36378523-36379520	0.31	0.51	0.2	0.49	0.3	0.25	0.17	0.11	0.22	0.34	0.27	0.23
ENSG00000011451chr19:15457010-15458881	3.06	1.92	4.15	4.08	4.5	5.52	8.53	10.66	12.85	7.74	6.7	5.73
ENSG00000011478chr19:45716678-45718204	0.06	0.07	0.02	0.05	0.07	0.12	0.06	0.07	0.05	0.06	0.03	0.06
ENSG00000011523chr2:65064650-65066021	0.49	0.54	0.38	0.12	0.33	0.43	0.13	0.11	0.07	0.08	0.01	0.12
ENSG00000011566chr2:39488408-39488907	0.33	0.49	0.17	0.07	0.22	0.04	0.27	0.14	0.07	0.1	0.05	0.02
ENSG00000011600chr19:35915333-35915890	0.07	0.05	0.01	0.09	0.06	0.01	0.07	0.03	0.03	0.03	0.05	0.01
ENSG00000011638chr16:21150165-21151139	0.08	0.07	0.19	0.05	0.09	0.06	0.04	0.03	0.08	0.1	0.15	0.04
ENSG00000012061chr19:45468802-45470678	0.02	0.02	0.02	0.02	0.01	0.01	0.03	0.03	0.02	0.03	0.14	0.05
ENSG00000012124chr19:35311430-35314234	0.09	0.08	0.07	0.06	0.05	0.06	0.04	0.06	0.08	0.11	0.12	0.1
ENSG00000012211chrX:49176946-49179192	3.86	2.48	4.34	2.54	2.03	3.14	3.02	3.85	3.48	2.6	3.93	4.07
ENSG00000012232chr8:28621579-28623246	0	0.01	0.01	0	0	0.01	0	0.01	0	0.02	0.01	0
ENSG00000012660chr6:53358365-53360207	0.02	0.03	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01
ENSG00000012779chr10:45382673-45383172	6.41	8.67	10.94	16.61	18.25	19.62	18.67	31.76	20.66	20.94	11.05	7.93
ENSG00000012822chr12:53736765-53740049	0.13	0.07	0.11	0.12	0.12	0.05	0.06	0.1	0.14	0.08	0.11	0.09
ENSG00000012963chr14:93186431-93186939	0.82	0.64	0.64	0.79	0.75	0.89	0.63	0.19	0.68	0.32	0.6	1.13
ENSG00000012983chr14:50521388-50522315	0.55	2.12	0.74	0.73	2.1	2.17	1.15	0.84	2.14	0.63	0.83	0.93
ENSG00000013016chr2:31241418-31242525	0.08	0.15	0.24	0.15	0.34	1.06	0.92	0.74	0.47	0.52	0.36	0.35
ENSG00000013275chr19:39941450-39942205	0	0.03	0	0	0.03	0.01	0.01	0.02	0	0.03	0.02	0.01
ENSG00000013288chr4:6582750-6583585	6.52	4.37	4.67	3.83	4.9	4.13	5.73	5.23	7.62	6.67	6.52	6.93
ENSG00000013293chr3:170633448-170634183	0.02	0.01	0.01	0	0.02	0.01	0.04	0.01	0.01	0.02	0.06	0.03
ENSG00000013306chr17:44314785-44316860	0.11	0.09	0.15	0.14	0.07	0.07	0.09	0.1	0.1	0.07	0.11	0.14
ENSG00000013364chr16:29811056-29811585	0.27	0.05	0.5	0.73	0.15	0.19	0.22	1.53	0.3	0.03	0.16	0.1
ENSG00000013374chr7:151349424-151350711	0.22	0.33	0.21	0.11	0.18	0.4	0.44	0.39	0.2	0.14	0.61	0.59
ENSG00000013523chr14:76832550-76833468	0.11	0.06	0.04	0.08	0.08	0.16	0.11	0.17	0.12	0.09	0.07	0.06
ENSG00000013561chr5:142024900-142025399	0.05	0.08	0.17	0.06	0.01	0.01	0.04	0.06	0.06	0.03	0.06	0.07
ENSG00000013563chrX:154398635-154399162	1.88	4.16	4.42	2.79	5.94	5.11	3.22	1.45	5.76	5.05	2.18	3.2
ENSG00000013583chr12:12992337-12993228	0.05	0.23	0.19	0.02	0.02	0.02	0.07	0.02	0.03	0.05	0.05	0.05
ENSG00000014123chr6:96532295-96532871	3.13	5.69	4.26	4.12	2.69	3.78	4.02	2.07	3.09	3.43	5.54	8.02
ENSG00000014138chr11:65290661-65291201	0.12	0.03	0.16	0.16	0.08	0.05	0.05	0.04	0.03	0.01	0.02	0.02
ENSG00000014164chr8:143549264-143550333	2.98	1.21	1.89	2.94	0.68	0.89	0.45	1	1.4	1.51	2.72	4.06
ENSG00000014216chr11:65150619-65151158	0.11	0.02	0.05	0.03	0.06	0.05	0.02	0.01	0	0.02	0.02	0.01
ENSG00000014257chr3:132325584-132326083	0.01	0.02	0.12	0.01	0.12	0.02	0.07	0.13	0.45	1.33	4.44	2.93
ENSG00000014914chr1:149943377-149945251	0.2	0.15	0.3	0.22	0.24	0.28	0.08	0.23	0.4	0.16	0.26	0.35
ENSG00000015153chr12:42255355-42256286	0.29	0.42	0.28	0.24	0.29	0.48	0.32	0.3	0.14	0.36	0.39	0.23
ENSG00000015171chr10:126811-127310	0.04	0.11	0.09	0.03	0.09	0.04	0.12	0.06	0.19	0.21	0.06	0.04
ENSG00000015285chrX:48667429-48668430	0.02	0.05	0.06	0.05	0.07	0.05	0.04	0.04	0.13	0.1	0.06	0.12
ENSG00000015413chr16:89604467-89606375	0.13	0.09	0.15	0.07	0.06	0.04	0.05	0.09	0.04	0.06	0.07	0.05
ENSG00000015475chr22:17781564-17782155	0.19	0.03	0.03	0.07	0.07	0.1	0.03	0.08	0.07	0.04	0.03	0.05
ENSG00000015479chr5:139262556-139263086	0.01	0.01	0.01	0.03	0.01	0.01	0.02	0.02	0	0.01	0.02	0
ENSG00000015532chr17:50353616-50355217	12.08	6.97	6.9	7.18	6.43	8.51	4.11	8.99	6.2	5.84	10.57	6.65
ENSG00000015676chr7:44477274-44477829	3.12	5.29	2.91	2.08	1.63	2.48	2.69	2.59	2.96	2.69	2.4	3.69
ENSG00000017260chr3:130839912-130840411	0.05	0.05	0.04	0.02	0.05	0.02	0.07	0.01	0.04	0.05	0.02	0.06
ENSG00000017483chrX:48462638-48463148	2.21	2.98	2.58	4.43	2.04	2.77	1.93	2.19	1.8	1.11	2.18	1.57
ENSG00000018189chr4:70712816-70713324	0.38	0.25	0.13	0.29	0.38	0.27	0.4	0.19	0.31	0.39	0.1	0.04
ENSG00000018280chr2:218389415-218390130	0.22	0.03	0.03	0.08	0.14	0.24	0.31	0.09	0.09	0.24	0.16	0.49
ENSG00000018510chr2:177416104-177416603	0.04	0.06	0.08	0.03	0.06	0.06	0.03	0.04	0.07	0.14	0.05	0.06
ENSG00000019144chr11:118616071-118616570	0.08	0.07	0.23	0.35	0.7	1.14	1.27	0.74	0.9	1.1	1.2	0.65
ENSG00000019169chr2:118952964-118953489	0.08	0.12	0.19	0.03	0.08	0.1	0.25	0.07	0.19	1.37	4.95	3.93
